deck,deck-href,hero,card,rating
"Druid Hyperramp (Climb, R5+)","http://www.hearthpwn.com/decks/190831-druid-hyperramp-climb-r5","Druid Cards","Wrath

× 2","+3"
"[Legendary] Ramp Druid","http://www.hearthpwn.com/decks/171207-legendary-ramp-druid","Druid Cards","The Black Knight

× 1","+13"
"S11 Handlock tourny/eu ladder","http://www.hearthpwn.com/decks/194821-s11-handlock-tourny-eu-ladder","Warlock Cards","Loatheb

× 1","+5"
"Stew's Control Mage V2 [W/ Guide]","http://www.hearthpwn.com/decks/161201-stews-control-mage-v2-w-guide","Mage Cards","Big Game Hunter

× 1","+6"
"Gahz'rilla COMBO rank 4","http://www.hearthpwn.com/decks/202190-gahzrilla-combo-rank-4","Hunter Cards","Kill Command

× 2","+3"
"Rushing Shields (Aggro Paladin/Easy laddering)","http://www.hearthpwn.com/decks/178627-rushing-shields-aggro-paladin-easy-laddering","Paladin Cards","Hammer of Wrath

× 1","+4"
"Deathrattle Shaman","http://www.hearthpwn.com/decks/160821-deathrattle-shaman","Shaman Cards","Kel'Thuzad

× 1","+3"
"Ultimate Wisplock","http://www.hearthpwn.com/decks/190562-ultimate-wisplock","Warlock Cards","Flame Imp

× 2","+3"
"Giordy's Ultimate Midrange Hunter","http://www.hearthpwn.com/decks/184979-giordys-ultimate-midrange-hunter","Hunter Cards","Haunted Creeper

× 2","+3"
"Spare-part mage","http://www.hearthpwn.com/decks/162343-spare-part-mage","Mage Cards","Mechwarper

× 2","+3"
"Anti agro legend druid","http://www.hearthpwn.com/decks/183780-anti-agro-legend-druid","Druid Cards","Swipe

× 2","+3"
"Forged's Song of War","http://www.hearthpwn.com/decks/185750-forgeds-song-of-war","Warrior Cards","Sludge Belcher

× 2","+3"
"The <7","http://www.hearthpwn.com/decks/178827-the-7","Warrior Cards","Big Game Hunter

× 1","+4"
"Shamalyan Twist","http://www.hearthpwn.com/decks/185448-shamalyan-twist","Shaman Cards","Fire Elemental

× 2","+5"
"Fighting the Meta!","http://www.hearthpwn.com/decks/189431-fighting-the-meta","Paladin Cards","Antique Healbot

× 1","+54"
"Essence of Magic!","http://www.hearthpwn.com/decks/184816-essence-of-magic","Rogue Cards","Azure Drake

× 2","+3"
"{Mid-Budget} Combo Wombo Growth (C.W.G)","http://www.hearthpwn.com/decks/197831-mid-budget-combo-wombo-growth-c-w-g","Druid Cards","Force of Nature

× 1","+3"
"Gazlowe Warlock [Mech Zoo]","http://www.hearthpwn.com/decks/197412-gazlowe-warlock-mech-zoo","Warlock Cards","Gazlowe

× 1","+5"
"[Spark] Battle Master (S10)","http://www.hearthpwn.com/decks/149350-spark-battle-master-s10","Paladin Cards","Big Game Hunter

× 1","+246"
"Oil Rogue(LEGEND)","http://www.hearthpwn.com/decks/185682-oil-rogue-legend","Rogue Cards","Backstab

× 2","+20"
"Blade Malygos  (Legend)","http://www.hearthpwn.com/decks/79447-blade-malygos-legend","Rogue Cards","Sinister Strike

× 1","+30"
"Aggro Druid","http://www.hearthpwn.com/decks/161908-aggro-druid","Druid Cards","Piloted Shredder

× 1","+4"
"Simplexity's Mech Aggro [Legend]","http://www.hearthpwn.com/decks/196224-simplexitys-mech-aggro-legend","Shaman Cards","Dr. Boom

× 1","+139"
"Mech Mage variant 2000","http://www.hearthpwn.com/decks/186447-mech-mage-variant-2000","Mage Cards","Micro Machine

× 2","+3"
"[GvG] Priest robber","http://www.hearthpwn.com/decks/119340-gvg-priest-robber","Priest Cards","Auchenai Soulpriest

× 2","+4"
"[Brodos] Magelock","http://www.hearthpwn.com/decks/197851-brodos-magelock","Warlock Cards","Haunted Creeper

× 2","+11"
"Well Met! The Undead Tauntadin","http://www.hearthpwn.com/decks/193172-well-met-the-undead-tauntadin","Paladin Cards","Big Game Hunter

× 1","+9"
"Wheelchair Accessable (Post Undertaker Nerf Ramp)","http://www.hearthpwn.com/decks/183933-wheelchair-accessable-post-undertaker-nerf-ramp","Druid Cards","Shade of Naxxramas

× 2","+100"
"Junklock","http://www.hearthpwn.com/decks/193823-junklock","Warlock Cards","Junkbot

× 2","+4"
"Slantz's Survivadin","http://www.hearthpwn.com/decks/52805-slantzs-survivadin","Paladin Cards","Tirion Fordring

× 1","+4"
"Gazlowe Zeus","http://www.hearthpwn.com/decks/198554-gazlowe-zeus","Shaman Cards","Lightning Storm

× 2","+3"
"#1 LEGEND- Zetalot Tempo Priest","http://www.hearthpwn.com/decks/172830-1-legend-zetalot-tempo-priest","Priest Cards","Auchenai Soulpriest

× 2","+27"
"Basic Mage vs Heroic Noth","http://www.hearthpwn.com/decks/183957-basic-mage-vs-heroic-noth","Mage Cards","Boulderfist Ogre

× 2","+3"
"Xzirez: ""Control"" Hunter","http://www.hearthpwn.com/decks/190887-xzirez-control-hunter","Hunter Cards","Mad Scientist

× 2","+41"
"Handlock","http://www.hearthpwn.com/decks/184011-handlock","Warlock Cards","Ironbeak Owl

× 2","+3"
"Control Warrior [GvG]","http://www.hearthpwn.com/decks/143321-control-warrior-gvg","Warrior Cards","Shield Block

× 1","+5"
"Firebat's Miracle - Battle of the Best #3 (#1 - 2015)","http://www.hearthpwn.com/decks/187055-firebats-miracle-battle-of-the-best-3-1-2015","Rogue Cards","Fan of Knives

× 2","+4"
"From the Shadows","http://www.hearthpwn.com/decks/160851-from-the-shadows","Rogue Cards","Leeroy Jenkins

× 1","+7"
"Legend Demon Zoolock | 75% Winrate into Legend","http://www.hearthpwn.com/decks/199296-legend-demon-zoolock-75-winrate-into-legend","Warlock Cards","Defender of Argus

× 2","+6"
"GvG burst Shaman","http://www.hearthpwn.com/decks/201058-gvg-burst-shaman","Shaman Cards","Bloodmage Thalnos

× 1","+4"
"Well Met! The Undead Tauntadin","http://www.hearthpwn.com/decks/193172-well-met-the-undead-tauntadin","Paladin Cards","Shielded Minibot

× 2","+9"
"Budget Control Warrior","http://www.hearthpwn.com/decks/183970-budget-control-warrior","Warrior Cards","Acolyte of Pain

× 2","+3"
"ZOOlock  [S11]","http://www.hearthpwn.com/decks/82911-zoolock-s11","Warlock Cards","Nerubian Egg

× 2","+3"
"Frabege's Legendary Taunty Druid 2.0","http://www.hearthpwn.com/decks/193146-frabeges-legendary-taunty-druid-2-0","Druid Cards","Keeper of the Grove

× 2","+9"
"SilentStorm's Shaman - ESL Legendary Series Winter 2014/2015 Grand Finals","http://www.hearthpwn.com/decks/200778-silentstorms-shaman-esl-legendary-series-winter","Shaman Cards","Rockbiter Weapon

× 2","+6"
"Bolvar´s Giant Army [Rank 5 + Guide]","http://www.hearthpwn.com/decks/184065-bolvar-s-giant-army-rank-5-guide","Paladin Cards","The Black Knight

× 1","+4"
"Xixo's LEGEND hunter 80% winrate","http://www.hearthpwn.com/decks/186687-xixos-legend-hunter-80-winrate","Hunter Cards","Tracking

× 1","+30"
"Kolento's Pinnacle 3 Demon Warlock deck","http://www.hearthpwn.com/decks/201501-kolentos-pinnacle-3-demon-warlock-deck","Warlock Cards","Sylvanas Windrunner

× 1","+11"
"Top 100 NA Legend CrystNovA's Combo Druid","http://www.hearthpwn.com/decks/185295-top-100-na-legend-crystnovas-combo-druid","Druid Cards","Druid of the Claw

× 2","+7"
"Legend Shaman Deck GVG","http://www.hearthpwn.com/decks/196328-legend-shaman-deck-gvg","Shaman Cards","Hex

× 2","+7"
"[Brodos] Midrange Mech Shaman","http://www.hearthpwn.com/decks/186716-brodos-midrange-mech-shaman","Shaman Cards","Powermace

× 2","+25"
"[S11] Anti Meta Control Priest","http://www.hearthpwn.com/decks/188604-s11-anti-meta-control-priest","Priest Cards","Circle of Healing

× 2","+132"
"GvG Control Hunter(Gahz'rilla)","http://www.hearthpwn.com/decks/124833-gvg-control-hunter-gahzrilla","Hunter Cards","Arcane Shot

× 2","+3"
"Tidesoftime Legendary Deck","http://www.hearthpwn.com/decks/190723-tidesoftime-legendary-deck","Priest Cards","Injured Blademaster

× 2","+14"
"-DemonLock- From Kolento Senpai","http://www.hearthpwn.com/decks/193476-demonlock-from-kolento-senpai","Warlock Cards","Power Overwhelming

× 2","+40"
"[SSD] Miracle Mech Shaman","http://www.hearthpwn.com/decks/195316-ssd-miracle-mech-shaman","Shaman Cards","Lava Burst

× 2","+3"
"Real Control Hunter (The Secret Way of Victory)","http://www.hearthpwn.com/decks/192028-real-control-hunter-the-secret-way-of-victory","Hunter Cards","Alexstrasza

× 1","+13"
"Tempolamea","http://www.hearthpwn.com/decks/186012-tempolamea","Warrior Cards","Fiery War Axe

× 2","+3"
"GvG Shaman Midrange","http://www.hearthpwn.com/decks/144887-gvg-shaman-midrange","Shaman Cards","Defender of Argus

× 1","+3"
"Top 16 Legend Control Paladin: Video Guide!","http://www.hearthpwn.com/decks/187989-top-16-legend-control-paladin-video-guide","Paladin Cards","Truesilver Champion

× 2","+9"
"Crusher Deathsummoner [Legendary]","http://www.hearthpwn.com/decks/183743-crusher-deathsummoner-legendary","Druid Cards","Wrath

× 2","+6"
"Sleeping Giants V2","http://www.hearthpwn.com/decks/191205-sleeping-giants-v2","Priest Cards","Shadow Word: Pain

× 2","+3"
"Shamalyan Twist","http://www.hearthpwn.com/decks/185448-shamalyan-twist","Shaman Cards","Lightning Bolt

× 2","+5"
"<Goju666> Ogre Rogue","http://www.hearthpwn.com/decks/190146-goju666-ogre-rogue","Rogue Cards","Tinker's Sharpsword Oil

× 2","+3"
"Potamia's Freeze Mage (Español)","http://www.hearthpwn.com/decks/182471-potamias-freeze-mage-espanol","Mage Cards","Doomsayer

× 2","+3"
"Synthex's thalnos warrior, post undertaker ,mech mage meta","http://www.hearthpwn.com/decks/189256-synthexs-thalnos-warrior-post-undertaker-mech-mage","Warrior Cards","Cruel Taskmaster

× 2","+4"
"[S11 #79 Legend EU] Dedicated Control Mage","http://www.hearthpwn.com/decks/197784-s11-79-legend-eu-dedicated-control-mage","Mage Cards","Echo of Medivh

× 1","+4"
"Lust for Elements - Top 100 NA Shaman Deck - Meta Breaker - Video Included","http://www.hearthpwn.com/decks/202275-lust-for-elements-top-100-na-shaman-deck-meta","Shaman Cards","Earth Shock

× 1","+5"
"Hobos Shall Burn You","http://www.hearthpwn.com/decks/197793-hobos-shall-burn-you","Priest Cards","Lightbomb

× 1","+4"
"Power Trade Mill Rogue","http://www.hearthpwn.com/decks/190465-power-trade-mill-rogue","Rogue Cards","Doomsayer

× 2","+7"
"SPIRIT's Legend Enrage Warrior GVG","http://www.hearthpwn.com/decks/196318-spirits-legend-enrage-warrior-gvg","Warrior Cards","Bouncing Blade

× 1","+5"
"OTK Warrior","http://www.hearthpwn.com/decks/191317-otk-warrior","Warrior Cards","Loot Hoarder

× 2","+3"
"[Spark] Beasty Tactics (S5)","http://www.hearthpwn.com/decks/81065-spark-beasty-tactics-s5","Hunter Cards","Flare

× 2","+312"
"Dog's Druid - The Pinnacle 3","http://www.hearthpwn.com/decks/202433-dogs-druid-the-pinnacle-3","Druid Cards","Druid of the Claw

× 2","+4"
"Cheese Priest","http://www.hearthpwn.com/decks/200849-cheese-priest","Priest Cards","Doomsayer

× 2","+4"
"[LEGEND] Midrange Paladin","http://www.hearthpwn.com/decks/196981-legend-midrange-paladin","Paladin Cards","Lay on Hands

× 1","+92"
"Secret Roulette","http://www.hearthpwn.com/decks/105909-secret-roulette","Mage Cards","Mirror Entity

× 1","+4"
"Gazlowe Zeus","http://www.hearthpwn.com/decks/198554-gazlowe-zeus","Shaman Cards","Lightning Bolt

× 2","+3"
"GvG Floating Deathrattle Zoo","http://www.hearthpwn.com/decks/148610-gvg-floating-deathrattle-zoo","Warlock Cards","Doomguard

× 2","+4"
"iMPose Mustard","http://www.hearthpwn.com/decks/184420-impose-mustard","Paladin Cards","Lay on Hands

× 1","+3"
"Firedrank's Rank 1 Legend Mech Shaman (S11)","http://www.hearthpwn.com/decks/188631-firedranks-rank-1-legend-mech-shaman-s11","Shaman Cards","Flametongue Totem

× 2","+371"
"Playerrtwo's Brolic Demonic","http://www.hearthpwn.com/decks/188337-playerrtwos-brolic-demonic","Warlock Cards","Earthen Ring Farseer

× 2","+3"
"Mystery Mage: super cheap aggro-ish mage deck","http://www.hearthpwn.com/decks/114619-mystery-mage-super-cheap-aggro-ish-mage-deck","Mage Cards","Counterspell

× 1","+3"
"Trump legend shaman deck","http://www.hearthpwn.com/decks/197697-trump-legend-shaman-deck","Shaman Cards","Dr. Boom

× 1","+5"
"Strifecro's S11 Grinder Mage (Updated)","http://www.hearthpwn.com/decks/197191-strifecros-s11-grinder-mage-updated","Mage Cards","Antique Healbot

× 1","+39"
"MillDruid w/ Tutorial","http://www.hearthpwn.com/decks/185027-milldruid-w-tutorial","Druid Cards","Healing Touch

× 2","+6"
"Thaddius crushing ranks!","http://www.hearthpwn.com/decks/191347-thaddius-crushing-ranks","Warlock Cards","Stalagg

× 1","+9"
"Reynad Freeze","http://www.hearthpwn.com/decks/197165-reynad-freeze","Mage Cards","Fireball

× 2","+3"
"Polimorphisme","http://www.hearthpwn.com/decks/201564-polimorphisme","Mage Cards","Toshley

× 1","+3"
"Frankenthrall [deathrattle/reincarnate/undertaker/kel]","http://www.hearthpwn.com/decks/92034-frankenthrall-deathrattle-reincarnate-undertaker","Shaman Cards","Reincarnate

× 1","+11"
"Antimeta/ranking Priest","http://www.hearthpwn.com/decks/202586-antimeta-ranking-priest","Priest Cards","Acidic Swamp Ooze

× 1","+7"
"TempoMace Shaman","http://www.hearthpwn.com/decks/174986-tempomace-shaman","Shaman Cards","Powermace

× 2","+13"
"[S11 #79 Legend EU] Dedicated Control Mage","http://www.hearthpwn.com/decks/197784-s11-79-legend-eu-dedicated-control-mage","Mage Cards","Azure Drake

× 1","+4"
"[GvG] Priest robber","http://www.hearthpwn.com/decks/119340-gvg-priest-robber","Priest Cards","Shadow Word: Pain

× 1","+4"
"The ultimate ComboLock","http://www.hearthpwn.com/decks/193590-the-ultimate-combolock","Warlock Cards","Faceless Manipulator

× 2","+4"
"Echo of Giants - Mage Handlock Deck","http://www.hearthpwn.com/decks/184094-echo-of-giants-mage-handlock-deck","Mage Cards","Defender of Argus

× 1","+3"
"RomanP Traphunter [top2 legend]","http://www.hearthpwn.com/decks/87495-romanp-traphunter-top2-legend","Hunter Cards","Misdirection

× 2","+12"
"Kolento midrange","http://www.hearthpwn.com/decks/192701-kolento-midrange","Warlock Cards","Defender of Argus

× 2","+3"
"[LEGEND Top 100] Gyrgontex's Total stability druid season 10!","http://www.hearthpwn.com/decks/161463-legend-top-100-gyrgontexs-total-stability-druid","Druid Cards","Shade of Naxxramas

× 2","+81"
"[Brodos] GvG Control Priest","http://www.hearthpwn.com/decks/144897-brodos-gvg-control-priest","Priest Cards","Loatheb

× 1","+132"
"Control Mage ezpz [Legend!]","http://www.hearthpwn.com/decks/197095-control-mage-ezpz-legend","Mage Cards","Water Elemental

× 1","+29"
"[Spark] Tempo Miracle (S10)","http://www.hearthpwn.com/decks/154662-spark-tempo-miracle-s10","Rogue Cards","Ragnaros the Firelord

× 1","+76"
"OTK Warrior","http://www.hearthpwn.com/decks/196616-otk-warrior","Warrior Cards","Death's Bite

× 2","+5"
"Handlock","http://www.hearthpwn.com/decks/184011-handlock","Warlock Cards","Defender of Argus

× 1","+3"
"*NEW META* Midrange/Aggro Mech Hunter","http://www.hearthpwn.com/decks/183817-new-meta-midrange-aggro-mech-hunter","Hunter Cards","Cogmaster

× 2","+70"
"UberlyMaxxor's TheRogue","http://www.hearthpwn.com/decks/186210-uberlymaxxors-therogue","Rogue Cards","Blade Flurry

× 1","+4"
"Mech2G's Hand Priest","http://www.hearthpwn.com/decks/200683-mech2gs-hand-priest","Priest Cards","Northshire Cleric

× 2","+4"
"Mega-thrusters Are Go!","http://www.hearthpwn.com/decks/201739-mega-thrusters-are-go","Rogue Cards","Annoy-o-Tron

× 2","+3"
"[Brodos] GvG Midrange Mech Mage","http://www.hearthpwn.com/decks/153425-brodos-gvg-midrange-mech-mage","Mage Cards","Cogmaster

× 2","+75"
"Hunter 12-1 Feb 5th","http://www.hearthpwn.com/decks/190160-hunter-12-1-feb-5th","Hunter Cards","Webspinner

× 1","+3"
"Midrange Paladin","http://www.hearthpwn.com/decks/201455-midrange-paladin","Paladin Cards","Lay on Hands

× 1","+4"
"Savjz's Hunter - ESL Legendary Series Winter 2014/2015 Grand Finals","http://www.hearthpwn.com/decks/200780-savjzs-hunter-esl-legendary-series-winter-2014","Hunter Cards","Savannah Highmane

× 2","+5"
"Xixo's Ranked Pirate","http://www.hearthpwn.com/decks/155033-xixos-ranked-pirate","Rogue Cards","Blade Flurry

× 1","+3"
"[#1EU]NAIMAN'S MIDRANGE HUNTER","http://www.hearthpwn.com/decks/196386-1eu-naimans-midrange-hunter","Hunter Cards","Cult Master

× 1","+117"
"Weifu's Druid - ESL Legendary Series Winter 2014/2015 Grand Finals","http://www.hearthpwn.com/decks/200774-weifus-druid-esl-legendary-series-winter-2014-2015","Druid Cards","Wrath

× 2","+3"
"Quarterbattlemaster","http://www.hearthpwn.com/decks/192944-quarterbattlemaster","Paladin Cards","Muster for Battle

× 2","+3"
"Simplexity's Mech Aggro [Legend]","http://www.hearthpwn.com/decks/196224-simplexitys-mech-aggro-legend","Shaman Cards","Doomhammer

× 1","+139"
"GvG Control Priest","http://www.hearthpwn.com/decks/183687-gvg-control-priest","Priest Cards","Mind Control

× 1","+4"
"Trogg Secrets [Aggro/Midrange]","http://www.hearthpwn.com/decks/190467-trogg-secrets-aggro-midrange","Mage Cards","Arcane Explosion

× 1","+3"
"SPIRIT's Legend Enrage Warrior GVG","http://www.hearthpwn.com/decks/196318-spirits-legend-enrage-warrior-gvg","Warrior Cards","Amani Berserker

× 2","+5"
"Giordy's Ultimate Midrange Hunter","http://www.hearthpwn.com/decks/184979-giordys-ultimate-midrange-hunter","Hunter Cards","Animal Companion

× 2","+3"
"Cheese Priest","http://www.hearthpwn.com/decks/200849-cheese-priest","Priest Cards","Loatheb

× 1","+4"
"[Brodos] Magelock","http://www.hearthpwn.com/decks/197851-brodos-magelock","Warlock Cards","Imp-losion

× 2","+11"
"[AntiMeta] MoltenPally","http://www.hearthpwn.com/decks/199912-antimeta-moltenpally","Paladin Cards","Antique Healbot

× 2","+7"
"GvG Control hunter","http://www.hearthpwn.com/decks/153725-gvg-control-hunter","Hunter Cards","Dr. Boom

× 1","+4"
"The <7","http://www.hearthpwn.com/decks/178827-the-7","Warrior Cards","Armorsmith

× 2","+4"
"Well Met! The Undead Tauntadin","http://www.hearthpwn.com/decks/193172-well-met-the-undead-tauntadin","Paladin Cards","Sunwalker

× 1","+9"
"Savjz's Rogue - ESL Legendary Series Winter 2014/2015 Grand Finals","http://www.hearthpwn.com/decks/200781-savjzs-rogue-esl-legendary-series-winter-2014-2015","Rogue Cards","Deadly Poison

× 2","+6"
"[P4wnyhof] Meta Breacker Anti Aggro - New school Warrior - Video Guide","http://www.hearthpwn.com/decks/189956-p4wnyhof-meta-breacker-anti-aggro-new-school","Warrior Cards","Dr. Boom

× 1","+11"
"Pinpingho's Druid - ESL Legendary Series Winter 2014/2015 Grand Finals","http://www.hearthpwn.com/decks/200785-pinpinghos-druid-esl-legendary-series-winter-2014","Druid Cards","Dr. Boom

× 1","+4"
"Reynad Freeze","http://www.hearthpwn.com/decks/197165-reynad-freeze","Mage Cards","Mad Scientist

× 2","+3"
"Top 16 Legend Control Paladin: Video Guide!","http://www.hearthpwn.com/decks/187989-top-16-legend-control-paladin-video-guide","Paladin Cards","Sylvanas Windrunner

× 1","+9"
"Iron Bite (Machine Hunter)","http://www.hearthpwn.com/decks/144607-iron-bite-machine-hunter","Hunter Cards","Steamwheedle Sniper

× 1","+3"
"Winstreak from ladder rank 1 to legendary rank 20","http://www.hearthpwn.com/decks/199400-winstreak-from-ladder-rank-1-to-legendary-rank-20","Priest Cards","Injured Blademaster

× 2","+22"
"Bestial","http://www.hearthpwn.com/decks/199594-bestial","Druid Cards","River Crocolisk

× 1","+3"
"priestarenarenarenarena","http://www.hearthpwn.com/decks/200063-priestarenarenarenarena","Priest Cards","Injured Blademaster

× 1","+4"
